name1,name,liked,difficulty,passed,submitted,url
1284. 转化为全零矩阵的最少反转次数,Minimum Number Of Flips To Convert Binary Matrix To Zero Matrix,6,困难,962,"1,488",https://leetcode-cn.com/problems/minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix
1084. 销售分析III,Sales Analysis Iii,6,简单,972,"2,091",https://leetcode-cn.com/problems/sales-analysis-iii
1093. 大样本统计,Statistics From A Large Sample,6,中等,"1,305","3,486",https://leetcode-cn.com/problems/statistics-from-a-large-sample
624. 数组列表中的最大距离,Maximum Distance In Arrays,6,简单,445,"1,151",https://leetcode-cn.com/problems/maximum-distance-in-arrays
1215. 步进数,Stepping Numbers,6,中等,716,"2,062",https://leetcode-cn.com/problems/stepping-numbers
1242. 多线程网页爬虫,Web Crawler Multithreaded,6,中等,76,194,https://leetcode-cn.com/problems/web-crawler-multithreaded
1098. 小众书籍,Unpopular Books,6,中等,614,"1,592",https://leetcode-cn.com/problems/unpopular-books
625. 最小因式分解,Minimum Factorization,6,中等,415,"1,294",https://leetcode-cn.com/problems/minimum-factorization
631. 设计 Excel 求和公式,Design Excel Sum Formula,6,困难,250,"1,214",https://leetcode-cn.com/problems/design-excel-sum-formula
364. 加权嵌套序列和 II,Nested List Weight Sum Ii,6,中等,349,528,https://leetcode-cn.com/problems/nested-list-weight-sum-ii
694. 不同岛屿的数量,Number Of Distinct Islands,6,中等,591,"1,364",https://leetcode-cn.com/problems/number-of-distinct-islands
1224. 最大相等频率,Maximum Equal Frequency,6,困难,727,"2,573",https://leetcode-cn.com/problems/maximum-equal-frequency
1222. 可以攻击国王的皇后,Queens That Can Attack The King,6,中等,"1,975","3,179",https://leetcode-cn.com/problems/queens-that-can-attack-the-king
1138. 字母板上的路径,Alphabet Board Path,6,中等,"1,932","5,280",https://leetcode-cn.com/problems/alphabet-board-path
1220. 统计元音字母序列的数目,Count Vowels Permutation,6,困难,"1,316","2,489",https://leetcode-cn.com/problems/count-vowels-permutation
1076. 项目员工II,Project Employees Ii,6,简单,882,"1,765",https://leetcode-cn.com/problems/project-employees-ii
298. 二叉树最长连续序列,Binary Tree Longest Consecutive Sequence,5,中等,598,"1,133",https://leetcode-cn.com/problems/binary-tree-longest-consecutive-sequence
1257. 最小公共区域,Smallest Common Region,5,中等,657,"1,419",https://leetcode-cn.com/problems/smallest-common-region
248. 中心对称数 III,Strobogrammatic Number Iii,5,困难,326,759,https://leetcode-cn.com/problems/strobogrammatic-number-iii
1258. 近义词句子,Synonymous Sentences,5,中等,470,866,https://leetcode-cn.com/problems/synonymous-sentences
1150. 检查一个数是否在数组中占绝大多数,Check If A Number Is Majority Element In A Sorted Array,5,简单,"1,024","1,567",https://leetcode-cn.com/problems/check-if-a-number-is-majority-element-in-a-sorted-array
1238. 循环码排列,Circular Permutation In Binary Representation,5,中等,"1,183","2,005",https://leetcode-cn.com/problems/circular-permutation-in-binary-representation
619. 只出现一次的最大数字,Biggest Single Number,5,简单,"1,256","2,707",https://leetcode-cn.com/problems/biggest-single-number
544. 输出比赛匹配对,Output Contest Matches,5,中等,469,714,https://leetcode-cn.com/problems/output-contest-matches
618. 学生地理信息报告,Students Report By Geography,5,困难,272,572,https://leetcode-cn.com/problems/students-report-by-geography
1175. 质数排列,Prime Arrangements,5,简单,"2,354","5,114",https://leetcode-cn.com/problems/prime-arrangements
1259. 不相交的握手,Handshakes That Dont Cross,5,困难,377,848,https://leetcode-cn.com/problems/handshakes-that-dont-cross
550. 游戏玩法分析 IV,Game Play Analysis Iv,5,中等,909,"2,150",https://leetcode-cn.com/problems/game-play-analysis-iv
555. 分割连接字符串,Split Concatenated Strings,5,中等,226,734,https://leetcode-cn.com/problems/split-concatenated-strings
281. 锯齿迭代器,Zigzag Iterator,5,中等,341,471,https://leetcode-cn.com/problems/zigzag-iterator
666. 路径和 IV,Path Sum Iv,5,中等,298,499,https://leetcode-cn.com/problems/path-sum-iv
571. 给定数字的频率查询中位数,Find Median Given Frequency Of Numbers,5,困难,347,734,https://leetcode-cn.com/problems/find-median-given-frequency-of-numbers
1274. 矩形内船只的数目,Number Of Ships In A Rectangle,5,困难,360,686,https://leetcode-cn.com/problems/number-of-ships-in-a-rectangle
1210. 穿过迷宫的最少移动次数,Minimum Moves To Reach Target With Rotations,5,困难,674,"1,620",https://leetcode-cn.com/problems/minimum-moves-to-reach-target-with-rotations
1253. 重构 2 行二进制矩阵,Reconstruct A 2 Row Binary Matrix,5,中等,"1,969","5,761",https://leetcode-cn.com/problems/reconstruct-a-2-row-binary-matrix
348. 判定井字棋胜负,Design Tic Tac Toe,5,中等,473,813,https://leetcode-cn.com/problems/design-tic-tac-toe
1050. 合作过至少三次的演员和导演,Actors And Directors Who Cooperated At Least Three Times,5,简单,"1,314","1,811",https://leetcode-cn.com/problems/actors-and-directors-who-cooperated-at-least-three-times
1058. 最小化舍入误差以满足目标,Minimize Rounding Error To Meet Target,5,中等,587,"2,222",https://leetcode-cn.com/problems/minimize-rounding-error-to-meet-target
353. 贪吃蛇,Design Snake Game,5,中等,257,688,https://leetcode-cn.com/problems/design-snake-game
356. 直线镜像,Line Reflection,5,中等,287,"1,059",https://leetcode-cn.com/problems/line-reflection
431. 将 N 叉树编码为二叉树,Encode N Ary Tree To Binary Tree,5,困难,120,192,https://leetcode-cn.com/problems/encode-n-ary-tree-to-binary-tree
809. 情感丰富的文字,Expressive Words,5,中等,978,"2,661",https://leetcode-cn.com/problems/expressive-words
1099. 小于 K 的两数之和,Two Sum Less Than K,5,简单,"1,020","1,954",https://leetcode-cn.com/problems/two-sum-less-than-k
1057. 校园自行车分配,Campus Bikes,5,中等,760,"2,488",https://leetcode-cn.com/problems/campus-bikes
379. 电话目录管理系统,Design Phone Directory,5,中等,437,664,https://leetcode-cn.com/problems/design-phone-directory
1083. 销售分析 II,Sales Analysis Ii,5,简单,898,"1,866",https://leetcode-cn.com/problems/sales-analysis-ii
266. 回文排列,Palindrome Permutation,4,简单,966,"1,583",https://leetcode-cn.com/problems/palindrome-permutation
157. 用 Read4 读取 N 个字符,Read N Characters Given Read4,4,简单,665,"1,284",https://leetcode-cn.com/problems/read-n-characters-given-read4
1077. 项目员工 III,Project Employees Iii,4,中等,711,"1,075",https://leetcode-cn.com/problems/project-employees-iii
1059. 从始点到终点的所有路径,All Paths From Source Lead To Destination,4,中等,472,"1,787",https://leetcode-cn.com/problems/all-paths-from-source-lead-to-destination
1199. 建造街区的最短时间,Minimum Time To Build Blocks,4,困难,308,919,https://leetcode-cn.com/problems/minimum-time-to-build-blocks
1275. 找出井字棋的获胜者,Find Winner On A Tic Tac Toe Game,4,简单,"1,810","3,622",https://leetcode-cn.com/problems/find-winner-on-a-tic-tac-toe-game
579. 查询员工的累计薪水,Find Cumulative Salary Of An Employee,4,困难,590,"1,603",https://leetcode-cn.com/problems/find-cumulative-salary-of-an-employee
634. 寻找数组的错位排列,Find The Derangement Of An Array,4,中等,154,392,https://leetcode-cn.com/problems/find-the-derangement-of-an-array
1060. 有序数组中的缺失元素,Missing Element In Sorted Array,4,中等,"1,152","2,534",https://leetcode-cn.com/problems/missing-element-in-sorted-array
1088. 易混淆数 II,Confusing Number Ii,4,困难,226,742,https://leetcode-cn.com/problems/confusing-number-ii
822. 翻转卡片游戏,Card Flipping Game,4,中等,776,"1,711",https://leetcode-cn.com/problems/card-flipping-game
1063. 有效子数组的数目,Number Of Valid Subarrays,4,困难,557,923,https://leetcode-cn.com/problems/number-of-valid-subarrays
359. 日志速率限制器,Logger Rate Limiter,4,简单,670,"1,013",https://leetcode-cn.com/problems/logger-rate-limiter
1064. 不动点,Fixed Point,4,简单,"1,609","2,214",https://leetcode-cn.com/problems/fixed-point
1225. 报告系统状态的连续日期,Report Contiguous Dates,4,困难,131,214,https://leetcode-cn.com/problems/report-contiguous-dates
1183. 矩阵中 1 的最大数量,Maximum Number Of Ones,4,困难,205,464,https://leetcode-cn.com/problems/maximum-number-of-ones
1065. 字符串的索引对,Index Pairs Of A String,4,简单,570,"1,199",https://leetcode-cn.com/problems/index-pairs-of-a-string
1067. 范围内的数字计数,Digit Count In Range,4,困难,193,619,https://leetcode-cn.com/problems/digit-count-in-range
1244. 力扣排行榜,Design A Leaderboard,4,中等,712,"1,437",https://leetcode-cn.com/problems/design-a-leaderboard
608. 树节点,Tree Node,4,中等,724,"1,092",https://leetcode-cn.com/problems/tree-node
244. 最短单词距离 II,Shortest Word Distance Ii,4,中等,733,"1,539",https://leetcode-cn.com/problems/shortest-word-distance-ii
1291. 顺次数,Sequential Digits,4,中等,"1,471","3,351",https://leetcode-cn.com/problems/sequential-digits
527. 单词缩写,Word Abbreviation,4,困难,475,992,https://leetcode-cn.com/problems/word-abbreviation
1290. 二进制链表转整数,Convert Binary Number In A Linked List To Integer,4,简单,"2,623","3,227",https://leetcode-cn.com/problems/convert-binary-number-in-a-linked-list-to-integer
534. 游戏玩法分析 III,Game Play Analysis Iii,4,中等,"1,099","1,721",https://leetcode-cn.com/problems/game-play-analysis-iii
545. 二叉树的边界,Boundary Of Binary Tree,4,中等,278,823,https://leetcode-cn.com/problems/boundary-of-binary-tree
1255. 得分最高的单词集合,Maximum Score Words Formed By Letters,4,困难,"1,027","1,648",https://leetcode-cn.com/problems/maximum-score-words-formed-by-letters
1133. 最大唯一数,Largest Unique Number,4,简单,906,"1,538",https://leetcode-cn.com/problems/largest-unique-number
1135. 最低成本联通所有城市,Connecting Cities With Minimum Cost,4,中等,825,"2,178",https://leetcode-cn.com/problems/connecting-cities-with-minimum-cost
759. 员工空闲时间,Employee Free Time,4,困难,207,382,https://leetcode-cn.com/problems/employee-free-time
1136. 平行课程,Parallel Courses,4,困难,397,814,https://leetcode-cn.com/problems/parallel-courses
1181. 前后拼接,Before And After Puzzle,4,中等,548,"1,762",https://leetcode-cn.com/problems/before-and-after-puzzle
245. 最短单词距离 III,Shortest Word Distance Iii,4,中等,769,"1,223",https://leetcode-cn.com/problems/shortest-word-distance-iii
246. 中心对称数,Strobogrammatic Number,4,简单,931,"2,070",https://leetcode-cn.com/problems/strobogrammatic-number
444. 序列重建,Sequence Reconstruction,4,中等,314,"1,556",https://leetcode-cn.com/problems/sequence-reconstruction
469. 凸多边形,Convex Polygon,3,中等,261,594,https://leetcode-cn.com/problems/convex-polygon
604. 迭代压缩字符串,Design Compressed String Iterator,3,简单,248,718,https://leetcode-cn.com/problems/design-compressed-string-iterator
360. 有序转化数组,Sort Transformed Array,3,中等,362,597,https://leetcode-cn.com/problems/sort-transformed-array
607. 销售员,Sales Person,3,简单,"1,221","1,934",https://leetcode-cn.com/problems/sales-person
1256. 加密数字,Encode Number,3,中等,795,"1,362",https://leetcode-cn.com/problems/encode-number
1167. 连接棒材的最低费用,Minimum Cost To Connect Sticks,3,中等,618,"2,060",https://leetcode-cn.com/problems/minimum-cost-to-connect-sticks
1086. 前五科的均分,High Five,3,简单,"1,374","2,058",https://leetcode-cn.com/problems/high-five
1165. 单行键盘,Single Row Keyboard,3,简单,"2,192","2,687",https://leetcode-cn.com/problems/single-row-keyboard
702. 搜索长度未知的有序数组,Search In A Sorted Array Of Unknown Size,3,中等,533,826,https://leetcode-cn.com/problems/search-in-a-sorted-array-of-unknown-size
1045. 买下所有产品的客户,Customers Who Bought All Products,3,中等,838,"1,415",https://leetcode-cn.com/problems/customers-who-bought-all-products
1090. 受标签影响的最大值,Largest Values From Labels,3,中等,"1,162","2,523",https://leetcode-cn.com/problems/largest-values-from-labels
1261. 在受污染的二叉树中查找元素,Find Elements In A Contaminated Binary Tree,3,中等,"1,677","2,444",https://leetcode-cn.com/problems/find-elements-in-a-contaminated-binary-tree
1134. 阿姆斯特朗数,Armstrong Number,3,简单,984,"1,320",https://leetcode-cn.com/problems/armstrong-number
1100. 长度为 K 的无重复字符子串,Find K Length Substrings With No Repeated Characters,3,中等,768,"1,234",https://leetcode-cn.com/problems/find-k-length-substrings-with-no-repeated-characters
602. 好友申请 II ：谁有最多的好友,Friend Requests Ii Who Has The Most Friends,3,中等,642,"1,186",https://leetcode-cn.com/problems/friend-requests-ii-who-has-the-most-friends
755. 倒水,Pour Water,3,中等,300,638,https://leetcode-cn.com/problems/pour-water
1236. Web Crawler,Web Crawler,3,中等,71,138,https://leetcode-cn.com/problems/web-crawler
751. IP 到 CIDR,Ip To Cidr,3,简单,371,636,https://leetcode-cn.com/problems/ip-to-cidr
1264. Page Recommendations,Page Recommendations,3,中等,62,121,https://leetcode-cn.com/problems/page-recommendations
1070. 产品销售分析 III,Product Sales Analysis Iii,3,中等,648,"1,453",https://leetcode-cn.com/problems/product-sales-analysis-iii
1241. 每个帖子的评论数,Number Of Comments Per Post,3,简单,335,582,https://leetcode-cn.com/problems/number-of-comments-per-post
408. 有效单词缩写,Valid Word Abbreviation,3,简单,574,"1,992",https://leetcode-cn.com/problems/valid-word-abbreviation
586. 订单最多的客户,Customer Placing The Largest Number Of Orders,3,简单,"1,458","2,055",https://leetcode-cn.com/problems/customer-placing-the-largest-number-of-orders
358. K 距离间隔重排字符串,Rearrange String K Distance Apart,3,困难,285,831,https://leetcode-cn.com/problems/rearrange-string-k-distance-apart
1216. 验证回文字符串 III,Valid Palindrome Iii,3,困难,508,"1,099",https://leetcode-cn.com/problems/valid-palindrome-iii
562. 矩阵中最长的连续1线段,Longest Line Of Consecutive One In Matrix,3,中等,833,"2,338",https://leetcode-cn.com/problems/longest-line-of-consecutive-one-in-matrix
1286. 字母组合迭代器,Iterator For Combination,3,中等,628,"1,195",https://leetcode-cn.com/problems/iterator-for-combination
291. 单词规律 II,Word Pattern Ii,3,困难,243,459,https://leetcode-cn.com/problems/word-pattern-ii
1282. 用户分组,Group The People Given The Group Size They Belong To,3,中等,"1,964","2,499",https://leetcode-cn.com/problems/group-the-people-given-the-group-size-they-belong-to
1188. 设计有限阻塞队列,Design Bounded Blocking Queue,3,中等,187,319,https://leetcode-cn.com/problems/design-bounded-blocking-queue
569. 员工薪水中位数,Median Employee Salary,3,困难,576,"1,249",https://leetcode-cn.com/problems/median-employee-salary
570. 至少有5名直接下属的经理,Managers With At Least 5 Direct Reports,3,中等,"1,140","1,753",https://leetcode-cn.com/problems/managers-with-at-least-5-direct-reports
1180. 统计只含单一字母的子串,Count Substrings With Only One Distinct Letter,3,简单,878,"1,210",https://leetcode-cn.com/problems/count-substrings-with-only-one-distinct-letter
1193. 每月交易 I,Monthly Transactions I,3,中等,362,611,https://leetcode-cn.com/problems/monthly-transactions-i
1194. 锦标赛优胜者,Tournament Winners,3,困难,139,351,https://leetcode-cn.com/problems/tournament-winners
758. 字符串中的加粗单词,Bold Words In String,3,简单,438,"1,080",https://leetcode-cn.com/problems/bold-words-in-string
774. 最小化去加油站的最大距离,Minimize Max Distance To Gas Station,3,困难,187,339,https://leetcode-cn.com/problems/minimize-max-distance-to-gas-station
1119. 删去字符串中的元音,Remove Vowels From A String,3,简单,"2,061","2,488",https://leetcode-cn.com/problems/remove-vowels-from-a-string
346. 数据流中的移动平均值,Moving Average From Data Stream,3,简单,"1,642","2,349",https://leetcode-cn.com/problems/moving-average-from-data-stream
1127. User Purchase Platform,User Purchase Platform,3,困难,86,180,https://leetcode-cn.com/problems/user-purchase-platform
573. 松鼠模拟,Squirrel Simulation,3,中等,169,277,https://leetcode-cn.com/problems/squirrel-simulation
1151. 最少交换次数来组合所有的 1,Minimum Swaps To Group All 1S Together,3,中等,816,"2,108",https://leetcode-cn.com/problems/minimum-swaps-to-group-all-1s-together
1276. 不浪费原料的汉堡制作方案,Number Of Burgers With No Waste Of Ingredients,3,中等,"1,779","3,685",https://leetcode-cn.com/problems/number-of-burgers-with-no-waste-of-ingredients
548. 将数组分割成和相等的子数组,Split Array With Equal Sum,3,中等,393,"1,318",https://leetcode-cn.com/problems/split-array-with-equal-sum
411. 最短特异单词缩写,Minimum Unique Word Abbreviation,3,困难,160,346,https://leetcode-cn.com/problems/minimum-unique-word-abbreviation
1272. 删除区间,Remove Interval,3,中等,716,"1,536",https://leetcode-cn.com/problems/remove-interval
1288. 删除被覆盖区间,Remove Covered Intervals,3,中等,797,"1,504",https://leetcode-cn.com/problems/remove-covered-intervals
580. 统计各专业学生人数,Count Student Number In Departments,3,中等,903,"1,890",https://leetcode-cn.com/problems/count-student-number-in-departments
584. 寻找用户推荐人,Find Customer Referee,3,简单,"1,500","2,021",https://leetcode-cn.com/problems/find-customer-referee
422. 有效的单词方块,Valid Word Square,3,简单,381,967,https://leetcode-cn.com/problems/valid-word-square
800. 相似 RGB 颜色,Similar Rgb Color,3,简单,302,470,https://leetcode-cn.com/problems/similar-rgb-color
1213. 三个有序数组的交集,Intersection Of Three Sorted Arrays,3,简单,"1,586","2,119",https://leetcode-cn.com/problems/intersection-of-three-sorted-arrays
1267. 统计参与通信的服务器,Count Servers That Communicate,3,中等,"1,890","3,253",https://leetcode-cn.com/problems/count-servers-that-communicate
533. 孤独像素 II,Lonely Pixel Ii,3,中等,251,568,https://leetcode-cn.com/problems/lonely-pixel-ii
1273. 删除树节点,Delete Tree Nodes,2,中等,552,"1,135",https://leetcode-cn.com/problems/delete-tree-nodes
1287. 有序数组中出现次数超过25%的元素,Element Appearing More Than 25 In Sorted Array,2,简单,"1,107","1,860",https://leetcode-cn.com/problems/element-appearing-more-than-25-in-sorted-array
1113. Reported Posts,Reported Posts,2,简单,278,468,https://leetcode-cn.com/problems/reported-posts
660. 移除 9,Remove 9,2,困难,113,212,https://leetcode-cn.com/problems/remove-9
1205. 每月交易II,Monthly Transactions Ii,2,中等,222,565,https://leetcode-cn.com/problems/monthly-transactions-ii
1126. Active Businesses,Active Businesses,2,中等,169,357,https://leetcode-cn.com/problems/active-businesses
1132. Reported Posts II,Reported Posts Ii,2,中等,154,402,https://leetcode-cn.com/problems/reported-posts-ii
1164. Product Price at a Given Date,Product Price At A Given Date,2,中等,152,275,https://leetcode-cn.com/problems/product-price-at-a-given-date
531. 孤独像素 I,Lonely Pixel I,2,中等,505,770,https://leetcode-cn.com/problems/lonely-pixel-i
1182. 与目标颜色间的最短距离,Shortest Distance To Target Color,2,中等,579,"2,102",https://leetcode-cn.com/problems/shortest-distance-to-target-color
568. 最大休假天数,Maximum Vacation Days,2,困难,200,445,https://leetcode-cn.com/problems/maximum-vacation-days
288. 单词的唯一缩写,Unique Word Abbreviation,2,中等,426,"1,498",https://leetcode-cn.com/problems/unique-word-abbreviation
1120. 子树的最大平均值,Maximum Average Subtree,2,中等,612,"1,098",https://leetcode-cn.com/problems/maximum-average-subtree
1069. 产品销售分析 II,Product Sales Analysis Ii,2,简单,"1,293","1,612",https://leetcode-cn.com/problems/product-sales-analysis-ii
1075. 项目员工 I,Project Employees I,2,简单,713,"1,548",https://leetcode-cn.com/problems/project-employees-i
1056. 易混淆数,Confusing Number,2,简单,"1,465","4,507",https://leetcode-cn.com/problems/confusing-number
1250. 检查「好数组」,Check If It Is A Good Array,2,困难,871,"1,774",https://leetcode-cn.com/problems/check-if-it-is-a-good-array
1243. 数组变换,Array Transformation,2,简单,905,"1,793",https://leetcode-cn.com/problems/array-transformation
1214. 查找两棵二叉搜索树之和,Two Sum Bsts,2,中等,"1,067","1,820",https://leetcode-cn.com/problems/two-sum-bsts
1229. 安排会议日程,Meeting Scheduler,2,中等,787,"2,542",https://leetcode-cn.com/problems/meeting-scheduler
1211. Queries Quality and Percentage,Queries Quality And Percentage,1,简单,236,372,https://leetcode-cn.com/problems/queries-quality-and-percentage
1270. All People Report to the Given Manager,All People Report To The Given Manager,1,中等,67,78,https://leetcode-cn.com/problems/all-people-report-to-the-given-manager
1141. User Activity for the Past 30 Days I,User Activity For The Past 30 Days I,1,简单,281,460,https://leetcode-cn.com/problems/user-activity-for-the-past-30-days-i
1149. Article Views II,Article Views Ii,1,中等,156,382,https://leetcode-cn.com/problems/article-views-ii
1152. 用户网站访问行为分析,Analyze User Website Visit Pattern,1,中等,333,"1,185",https://leetcode-cn.com/problems/analyze-user-website-visit-pattern
1034. 边框着色,Coloring A Border,1,中等,965,"2,484",https://leetcode-cn.com/problems/coloring-a-border
511. 游戏玩法分析 I,Game Play Analysis I,1,简单,"1,512","2,147",https://leetcode-cn.com/problems/game-play-analysis-i
1158. Market Analysis I,Market Analysis I,1,中等,171,343,https://leetcode-cn.com/problems/market-analysis-i
1061. 按字典序排列最小的等效字符串,Lexicographically Smallest Equivalent String,1,中等,652,"1,404",https://leetcode-cn.com/problems/lexicographically-smallest-equivalent-string
615. 平均工资：部门与公司比较,Average Salary Departments Vs Company,1,困难,438,"1,043",https://leetcode-cn.com/problems/average-salary-departments-vs-company
1166. 设计文件系统,Design File System,1,中等,478,995,https://leetcode-cn.com/problems/design-file-system
614. 二级关注者,Second Degree Follower,1,中等,678,"2,410",https://leetcode-cn.com/problems/second-degree-follower
1101. 彼此熟识的最早时间,The Earliest Moment When Everyone Become Friends,1,中等,692,"1,113",https://leetcode-cn.com/problems/the-earliest-moment-when-everyone-become-friends
612. 平面上的最近距离,Shortest Distance In A Plane,1,中等,620,"1,023",https://leetcode-cn.com/problems/shortest-distance-in-a-plane
1285. Find the Start and End Number of Continuous Ranges,Find The Start And End Number Of Continuous Ranges,1,中等,13,15,https://leetcode-cn.com/problems/find-the-start-and-end-number-of-continuous-ranges
737. 句子相似性 II,Sentence Similarity Ii,1,中等,419,"1,165",https://leetcode-cn.com/problems/sentence-similarity-ii
1228. 等差数列中缺失的数字,Missing Number In Arithmetic Progression,1,简单,"1,160","2,197",https://leetcode-cn.com/problems/missing-number-in-arithmetic-progression
1097. 游戏玩法分析 V,Game Play Analysis V,1,困难,280,643,https://leetcode-cn.com/problems/game-play-analysis-v
574. 当选者,Winning Candidate,1,中等,985,"2,168",https://leetcode-cn.com/problems/winning-candidate
610. 判断三角形,Triangle Judgement,1,简单,"1,108","1,747",https://leetcode-cn.com/problems/triangle-judgement
1204. Last Person to Fit in the Elevator,Last Person To Fit In The Elevator,1,中等,118,252,https://leetcode-cn.com/problems/last-person-to-fit-in-the-elevator
1212. Team Scores in Football Tournament,Team Scores In Football Tournament,1,中等,128,236,https://leetcode-cn.com/problems/team-scores-in-football-tournament
1271. 十六进制魔术数字,Hexspeak,1,简单,886,"2,034",https://leetcode-cn.com/problems/hexspeak
1198. 找出所有行中最小公共元素,Find Smallest Common Element In All Rows,1,中等,"1,089","1,546",https://leetcode-cn.com/problems/find-smallest-common-element-in-all-rows
1107. 每日新用户统计,New Users Daily Count,0,中等,256,621,https://leetcode-cn.com/problems/new-users-daily-count
1085. 最小元素各数位之和,Sum Of Digits In The Minimum Number,0,简单,"1,013","1,370",https://leetcode-cn.com/problems/sum-of-digits-in-the-minimum-number
1068. 产品销售分析 I,Product Sales Analysis I,0,简单,"1,197","1,478",https://leetcode-cn.com/problems/product-sales-analysis-i
1112. 每位学生的最高成绩,Highest Grade For Each Student,0,中等,301,519,https://leetcode-cn.com/problems/highest-grade-for-each-student
1118. 一月有多少天,Number Of Days In A Month,0,简单,761,"1,224",https://leetcode-cn.com/problems/number-of-days-in-a-month
1174. Immediate Food Delivery II,Immediate Food Delivery Ii,0,中等,154,276,https://leetcode-cn.com/problems/immediate-food-delivery-ii
1142. 过去30天的用户活动 II,User Activity For The Past 30 Days Ii,0,简单,294,776,https://leetcode-cn.com/problems/user-activity-for-the-past-30-days-ii
1148. 文章浏览 I,Article Views I,0,简单,467,605,https://leetcode-cn.com/problems/article-views-i
1159. Market Analysis II,Market Analysis Ii,0,困难,95,190,https://leetcode-cn.com/problems/market-analysis-ii
1173. Immediate Food Delivery I,Immediate Food Delivery I,0,简单,327,431,https://leetcode-cn.com/problems/immediate-food-delivery-i
1251. Average Selling Price,Average Selling Price,0,简单,268,355,https://leetcode-cn.com/problems/average-selling-price
1280. Students and Examinations,Students And Examinations,0,简单,60,122,https://leetcode-cn.com/problems/students-and-examinations
1279. Traffic Light Controlled Intersection,Traffic Light Controlled Intersection,0,简单,19,35,https://leetcode-cn.com/problems/traffic-light-controlled-intersection
577. 员工奖金,Employee Bonus,0,简单,"1,539","2,266",https://leetcode-cn.com/problems/employee-bonus
578. 查询回答率最高的问题,Get Highest Answer Rate Question,0,中等,746,"1,800",https://leetcode-cn.com/problems/get-highest-answer-rate-question
1265. Print Immutable Linked List in Reverse,Print Immutable Linked List In Reverse,0,中等,72,73,https://leetcode-cn.com/problems/print-immutable-linked-list-in-reverse
1196. 最多可以买到的苹果数量,How Many Apples Can You Put Into The Basket,0,简单,"1,221","1,819",https://leetcode-cn.com/problems/how-many-apples-can-you-put-into-the-basket
